formulaA,formulaB,formulaA_elements_AtomicVolume,formulaB_elements_AtomicVolume,formulaA_elements_AtomicWeight,formulaB_elements_AtomicWeight,formulaA_elements_BoilingT,formulaB_elements_BoilingT,formulaA_elements_BulkModulus,formulaB_elements_BulkModulus,formulaA_elements_Column,formulaB_elements_Column,formulaA_elements_CovalentRadius,formulaB_elements_CovalentRadius,formulaA_elements_Density,formulaB_elements_Density,formulaA_elements_ElectronSurfaceDensityWS,formulaB_elements_ElectronSurfaceDensityWS,formulaA_elements_Electronegativity,formulaB_elements_Electronegativity,formulaA_elements_FirstIonizationEnergy,formulaB_elements_FirstIonizationEnergy,formulaA_elements_GSbandgap,formulaB_elements_GSbandgap,formulaA_elements_GSenergy_pa,formulaB_elements_GSenergy_pa,formulaA_elements_GSestBCClatcnt,formulaB_elements_GSestBCClatcnt,formulaA_elements_GSestFCClatcnt,formulaB_elements_GSestFCClatcnt,formulaA_elements_GSmagmom,formulaB_elements_GSmagmom,formulaA_elements_GSvolume_pa,formulaB_elements_GSvolume_pa,formulaA_elements_HHIp,formulaB_elements_HHIp,formulaA_elements_HHIr,formulaB_elements_HHIr,formulaA_elements_HeatCapacityMass,formulaB_elements_HeatCapacityMass,formulaA_elements_HeatCapacityMolar,formulaB_elements_HeatCapacityMolar,formulaA_elements_HeatFusion,formulaB_elements_HeatFusion,formulaA_elements_ICSDVolume,formulaB_elements_ICSDVolume,formulaA_elements_IsAlkali,formulaB_elements_IsAlkali,formulaA_elements_IsDBlock,formulaB_elements_IsDBlock,formulaA_elements_IsFBlock,formulaB_elements_IsFBlock,formulaA_elements_IsMetal,formulaB_elements_IsMetal,formulaA_elements_IsMetalloid,formulaB_elements_IsMetalloid,formulaA_elements_IsNonmetal,formulaB_elements_IsNonmetal,formulaA_elements_MeltingT,formulaB_elements_MeltingT,formulaA_elements_MendeleevNumber,formulaB_elements_MendeleevNumber,formulaA_elements_MiracleRadius,formulaB_elements_MiracleRadius,formulaA_elements_NUnfilled,formulaB_elements_NUnfilled,formulaA_elements_NValance,formulaB_elements_NValance,formulaA_elements_NdUnfilled,formulaB_elements_NdUnfilled,formulaA_elements_NdValence,formulaB_elements_NdValence,formulaA_elements_NfUnfilled,formulaB_elements_NfUnfilled,formulaA_elements_NfValence,formulaB_elements_NfValence,formulaA_elements_NpUnfilled,formulaB_elements_NpUnfilled,formulaA_elements_NpValence,formulaB_elements_NpValence,formulaA_elements_NsUnfilled,formulaB_elements_NsUnfilled,formulaA_elements_NsValence,formulaB_elements_NsValence,formulaA_elements_Number,formulaB_elements_Number,formulaA_elements_Polarizability,formulaB_elements_Polarizability,formulaA_elements_Row,formulaB_elements_Row,formulaA_elements_ShearModulus,formulaB_elements_ShearModulus,formulaA_elements_SpaceGroupNumber,formulaB_elements_SpaceGroupNumber,avg_coordination_A,avg_coordination_B,avg_nearest_neighbor_distance_A,avg_nearest_neighbor_distance_B,stabilityVec
K,V,75.84786468,13.84489822,39.0983,50.9415,1032,3680,3.1,160,1,5,203,153,856,6110,0.65,1.64,0.82,1.63,4.3406633,6.74619,0,0,-1.097539713,-8.93926069,5.268200874,2.963255488,6.637517176,3.733467966,0,0,73.10666667,13.01,1700,3300,7200,3400,0.757,0.489,29.6,24.89,2.335,21.5,75.63,13.88,1,0,0,1,0,0,1,1,0,0,0,0,336.53,2183,3,46,230,134,1,7,1,5,0,7,0,3,0,0,0,0,0,0,0,0,1,0,1,2,19,23,43.23,12.4,4,4,1.3,47,229,229,8,8,4.57083,2.59229,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
K,Y,75.84786468,33.01321288,39.0983,88.90585,1032,3618,3.1,41,1,3,203,190,856,4472,0.65,1.21,0.82,1.22,4.3406633,6.2173,0,0,-1.097539713,-6.464599775,5.268200874,4.015150874,6.637517176,5.058773104,0,0,73.10666667,32.365,1700,9800,7200,2600,0.757,0.298,29.6,26.53,2.335,11.39,75.63,32.97,1,0,0,1,0,0,1,1,0,0,0,0,336.53,1799,3,12,230,179,1,9,1,3,0,9,0,1,0,0,0,0,0,0,0,0,1,0,1,2,19,39,43.23,22.7,4,5,1.3,26,229,194,8,12,4.57083,3.53391,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
K,Yb,75.84786468,43.73967194,39.0983,173.054,1032,1469,3.1,31,1,3,203,187,856,6570,0.65,0.92,0.82,1.26,4.3406633,6.25416,0,0,-1.097539713,-1.47410408,5.268200874,4.086451411,6.637517176,5.148606152,0,0,73.10666667,34.12,1700,9500,7200,3100,0.757,0.155,29.6,26.74,2.335,7.66,75.63,41.17,1,0,0,0,0,1,1,1,0,0,0,0,336.53,1092,3,39,230,190,1,0,1,16,0,0,0,0,0,0,0,14,0,0,0,0,1,0,1,2,19,70,43.23,20.9,4,6,1.3,9.9,229,225,8,12,4.57083,3.8532,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
Kr,Ag,37107.49474,17.07564795,83.798,107.8682,119.78,2435,0,100,18,11,116,145,3.75,10490,0,1.36,3,1.93,13.99961,7.57623,7.535,0,0.08753524,-2.76539356,4.162477568,3.196480506,5.244393107,4.027313074,0,0,36.06,16.33,0,1200,0,1400,0.248,0.235,20.786,25.35,1.164,11.3,44.81,17.05,0,0,0,1,0,0,0,1,0,0,1,0,115.79,1234.93,101,65,0,144,0,1,18,11,0,0,10,10,0,0,0,0,0,0,6,0,0,1,2,1,36,47,2.4844,6.99,4,5,0,30,225,225,12,12,4.59369,2.94195,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
Kr,Ar,37107.49474,37184.28542,83.798,39.948,119.78,87.2,0,0,18,18,116,106,3.75,1.784,0,0,3,0,13.99961,15.75961,7.535,9.26,0.08753524,0.05854104,4.162477568,3.850300758,5.244393107,4.851074973,0,0,36.06,28.54,0,0,0,0,0.248,0.52,20.786,20.786,1.164,1.18,44.81,36.3,0,0,0,0,0,0,0,0,0,0,1,1,115.79,83.8,101,100,0,0,0,0,18,8,0,0,10,0,0,0,0,0,0,0,6,6,0,0,2,2,36,18,2.4844,1.6411,4,3,0,0,225,225,12,12,4.59369,3.98863,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
Kr,Au,37107.49474,16.94706362,83.798,196.966569,119.78,3129,0,220,18,11,116,136,3.75,19300,0,1.57,3,2.54,13.99961,9.22553,7.535,0,0.08753524,-3.20969261,4.162477568,3.220442052,5.244393107,4.057502731,0,0,36.06,16.7,0,1100,0,1000,0.248,0.129,20.786,25.418,1.164,12.55,44.81,16.96,0,0,0,1,0,0,0,1,0,0,1,0,115.79,1337.33,101,66,0,143,0,1,18,25,0,0,10,10,0,0,0,14,0,0,6,0,0,1,2,1,36,79,2.4844,5.8,4,6,0,27,225,225,12,12,4.59369,2.94955,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
Kr,Cd,37107.49474,21.58002546,83.798,112.411,119.78,1040,0,42,18,12,116,144,3.75,8650,0,1.24,3,1.69,13.99961,8.99382,7.535,0,0.08753524,-0.812174225,4.162477568,3.390921571,5.244393107,4.272293466,0,0,36.06,19.495,0,1700,0,1300,0.248,0.231,20.786,26.02,1.164,6.21,44.81,21.59,0,0,0,1,0,0,0,1,0,0,1,0,115.79,594.22,101,70,0,157,0,0,18,12,0,0,10,10,0,0,0,0,0,0,6,0,0,0,2,2,36,48,2.4844,7.32,4,5,0,19,225,194,12,6,4.59369,3.00785,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
Kr,Cr,37107.49474,12.09293747,83.798,51.9961,119.78,2944,0,160,18,6,116,139,3.75,7140,0,1.73,3,1.66,13.99961,6.76651,7.535,0,0.08753524,-9.50571654,4.162477568,2.818080279,5.244393107,3.550558664,0,0,36.06,11.19,0,3100,0,4100,0.248,0.449,20.786,23.35,1.164,21,44.81,12.01,0,0,0,1,0,0,0,1,0,0,1,0,115.79,2180,101,49,0,130,0,6,18,6,0,5,10,5,0,0,0,0,0,0,6,0,0,1,2,1,36,24,2.4844,11.6,4,4,0,115,225,229,12,8,4.59369,2.46785,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
Kr,Cu,37107.49474,11.82994193,83.798,63.546,119.78,3200,0,140,18,11,116,132,3.75,8920,0,1.47,3,1.9,13.99961,7.72638,7.535,0,0.08753524,-3.68065482,4.162477568,2.807970487,5.244393107,3.537821124,0,0,36.06,11.07,0,1600,0,1500,0.248,0.385,20.786,24.44,1.164,13.6,44.81,11.81,0,0,0,1,0,0,0,1,0,0,1,0,115.79,1357.77,101,64,0,126,0,1,18,11,0,0,10,10,0,0,0,0,0,0,6,0,0,1,2,1,36,29,2.4844,6.15,4,4,0,48,225,225,12,12,4.59369,2.55719,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
Kr,Ge,37107.49474,22.66097638,83.798,72.64,119.78,3093,0,0,18,14,116,120,3.75,5323,0,1.37,3,2.01,13.99961,7.89943,7.535,0.383,0.08753524,-4.616039545,4.162477568,3.583307493,5.244393107,4.514684539,0,0,36.06,23.005,0,5300,0,1900,0.248,0.32,20.786,23.222,1.164,36.94,44.81,22.23,0,0,0,0,0,0,0,0,0,1,1,0,115.79,1211.4,101,79,0,114,0,4,18,14,0,0,10,10,0,0,0,0,0,4,6,2,0,0,2,2,36,32,2.4844,5.84,4,4,0,0,225,225,12,4,4.59369,2.49539,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
Kr,Hg,37107.49474,24.61174207,83.798,200.59,119.78,629.73,0,25,18,12,116,132,3.75,13534,0,1.24,3,2,13.99961,10.4375,7.535,0,0.08753524,-0.250105562,4.162477568,3.695665057,5.244393107,4.656246199,0,0,36.06,25.23758621,0,5500,0,3100,0.248,0.14,20.786,27.983,1.164,2.295,44.81,23.82,0,0,0,1,0,0,0,1,0,0,1,0,115.79,234.32,101,71,0,152,0,0,18,26,0,0,10,10,0,0,0,14,0,0,6,0,0,0,2,2,36,80,2.4844,5.36,4,6,0,0,225,166,12,12,4.59369,3.3977,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
Kr,In,37107.49474,26.08265816,83.798,114.818,119.78,2345,0,0,18,13,116,142,3.75,7310,0,1.17,3,1.78,13.99961,5.78636,7.535,0,0.08753524,-2.66680196,4.162477568,3.647317727,5.244393107,4.595332379,0,0,36.06,24.26,0,3300,0,2000,0.248,0.233,20.786,26.74,1.164,3.291,44.81,26.14,0,0,0,0,0,0,0,1,0,0,1,0,115.79,429.75,101,75,0,155,0,5,18,13,0,0,10,10,0,0,0,0,0,5,6,1,0,0,2,2,36,49,2.4844,9.65,4,5,0,0,225,139,12,12,4.59369,3.33944,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
Kr,Ir,37107.49474,14.14855047,83.798,192.217,119.78,4701,0,320,18,9,116,141,3.75,22560,0,1.83,3,2.2,13.99961,8.96702,7.535,0,0.08753524,-8.84851145,4.162477568,3.051696628,5.244393107,3.84489682,0,0,36.06,14.21,0,5500,0,9100,0.248,0.131,20.786,25.1,1.164,41.12,44.81,13.88,0,0,0,1,0,0,0,1,0,0,1,0,115.79,2739,101,60,0,136,0,3,18,23,0,3,10,7,0,0,0,14,0,0,6,0,0,0,2,2,36,77,2.4844,7.6,4,6,0,210,225,225,12,12,4.59369,2.74055,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
Kr,Li,37107.49474,21.54405808,83.798,6.941,119.78,1615,0,11,18,1,116,128,3.75,535,0,0.98,3,0.98,13.99961,5.391719,7.535,0,0.08753524,-1.86988691,4.162477568,3.213570838,5.244393107,4.048845545,0,0,36.06,16.59333333,0,2900,0,4200,0.248,3.582,20.786,24.86,1.164,3,44.81,21.63,0,1,0,0,0,0,0,1,0,0,1,0,115.79,453.69,101,1,0,152,0,1,18,1,0,0,10,0,0,0,0,0,0,0,6,0,0,1,2,1,36,3,2.4844,24.335,4,2,0,4.2,225,229,12,8,4.59369,2.96771,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
Kr,Mg,37107.49474,23.2222931,83.798,24.305,119.78,1363,0,45,18,2,116,141,3.75,1738,0,1.17,3,1.31,13.99961,7.646235,7.535,0,0.08753524,-1.54227231,4.162477568,3.577326635,5.244393107,4.50714913,0,0,36.06,22.89,0,5300,0,500,0.248,1.023,20.786,24.869,1.164,8.48,44.81,23.48,0,1,0,0,0,0,0,1,0,0,1,0,115.79,923,101,68,0,160,0,0,18,2,0,0,10,0,0,0,0,0,0,0,6,0,0,0,2,2,36,12,2.4844,10.76666667,4,3,0,17,225,194,12,12,4.59369,3.18377,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
Kr,Na,37107.49474,39.43832888,83.798,22.98976928,119.78,1156,0,6.3,18,1,116,166,3.75,968,0,0.82,3,0.93,13.99961,5.139076,7.535,0,0.08753524,-1.260241383,4.162477568,3.88167309,5.244393107,4.890601634,0,0,36.06,29.24333333,0,1100,0,500,0.248,1.228,20.786,28.23,1.164,2.6,44.81,39.76,0,1,0,0,0,0,0,1,0,0,1,0,115.79,370.87,101,2,0,180,0,1,18,1,0,0,10,0,0,0,0,0,0,0,6,0,0,1,2,1,36,11,2.4844,24.11,4,3,0,3.3,225,229,12,12,4.59369,3.72922,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
Kr,Os,37107.49474,13.98369767,83.798,190.23,119.78,5285,0,0,18,8,116,144,3.75,22590,0,1.85,3,2.2,13.99961,8.43823,7.535,0,0.08753524,-11.22070399,4.162477568,3.043082054,5.244393107,3.834043137,0,0,36.06,14.09,0,5500,0,9100,0.248,0.13,20.786,24.7,1.164,57.85,44.81,13.8,0,0,0,1,0,0,0,1,0,0,1,0,115.79,3306,101,57,0,135,0,4,18,22,0,4,10,6,0,0,0,14,0,0,6,0,0,0,2,2,36,76,2.4844,8.5,4,6,0,222,225,194,12,12,4.59369,2.69382,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
Kr,Pb,37107.49474,30.34142301,83.798,207.2,119.78,2022,0,46,18,14,116,146,3.75,11340,0,1.15,3,2.33,13.99961,7.41663,7.535,0,0.08753524,-3.62902961,4.162477568,3.830865877,5.244393107,4.826588558,0,0,36.06,28.11,0,2700,0,1800,0.248,0.13,20.786,24.7,1.164,4.774,44.81,30.32,0,0,0,0,0,0,0,1,0,0,1,0,115.79,600.61,101,81,0,174,0,4,18,28,0,0,10,10,0,0,0,14,0,4,6,2,0,0,2,2,36,82,2.4844,6.995,4,6,0,5.6,225,225,12,12,4.59369,3.57454,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
Kr,Pd,37107.49474,14.69838627,83.798,106.42,119.78,3236,0,180,18,10,116,139,3.75,12023,0,1.67,3,2.2,13.99961,8.3369,7.535,0,0.08753524,-5.13777457,4.162477568,3.065947111,5.244393107,3.862851303,0,0,36.06,14.41,0,3200,0,8000,0.248,0.244,20.786,25.98,1.164,16.74,44.81,14.72,0,0,0,1,0,0,0,1,0,0,1,0,115.79,1828.05,101,62,0,142,0,0,18,10,0,0,10,10,0,0,0,0,0,0,6,0,0,0,2,0,36,46,2.4844,4.8,4,5,0,44,225,225,12,12,4.59369,2.79543,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
Kr,Pr,37107.49474,35.23917573,83.798,140.90765,119.78,3563,0,29,18,3,116,203,3.75,6640,0,1.2,3,1.13,13.99961,5.473,7.535,0,0.08753524,-4.77382996,4.162477568,4.14761076,5.244393107,5.225662103,0,0,36.06,35.675,0,9500,0,3100,0.248,0.193,20.786,27.2,1.164,6.89,44.81,34.5,0,0,0,0,0,1,0,1,0,0,1,0,115.79,1204,101,17,0,183,0,11,18,5,0,0,10,0,0,11,0,3,0,0,6,0,0,0,2,2,36,59,2.4844,28.2,4,6,0,15,225,194,12,12,4.59369,3.70191,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
Kr,Pt,37107.49474,15.36046351,83.798,195.084,119.78,4098,0,230,18,10,116,136,3.75,21090,0,1.78,3,2.28,13.99961,8.9588,7.535,0,0.08753524,-6.02850968,4.162477568,3.108612885,5.244393107,3.91660681,0,0,36.06,15.02,0,5500,0,9100,0.248,0.133,20.786,25.86,1.164,22.175,44.81,15.1,0,0,0,1,0,0,0,1,0,0,1,0,115.79,2041.4,101,63,0,139,0,2,18,24,0,1,10,9,0,0,0,14,0,0,6,0,0,1,2,1,36,78,2.4844,6.5,4,6,0,61,225,225,12,12,4.59369,2.812,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
Kr,Rb,37107.49474,92.64095185,83.798,85.4678,119.78,961,0,2.5,18,1,116,220,3.75,1532,0,0.6,3,0.82,13.99961,4.177128,7.535,0,0.08753524,-0.963335025,4.162477568,5.661284779,5.244393107,7.132771862,0,0,36.06,90.7225,0,6000,0,6000,0.248,0.363,20.786,31.06,1.164,2.19,44.81,93.09,0,1,0,0,0,0,0,1,0,0,1,0,115.79,312.46,101,4,0,244,0,1,18,1,0,0,10,0,0,0,0,0,0,0,6,0,0,1,2,1,36,37,2.4844,47.27,4,5,0,0,225,229,12,8,4.59369,4.89764,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
Kr,Re,37107.49474,14.71033423,83.798,186.207,119.78,5869,0,370,18,7,116,151,3.75,21020,0,1.85,3,1.9,13.99961,7.83352,7.535,0,0.08753524,-12.41702777,4.162477568,3.083225384,5.244393107,3.884620563,0,0,36.06,14.655,0,3300,0,3300,0.248,0.137,20.786,25.48,1.164,34.08,44.81,14.71,0,0,0,1,0,0,0,1,0,0,1,0,115.79,3459,101,54,0,137,0,5,18,21,0,5,10,5,0,0,0,14,0,0,6,0,0,0,2,2,36,75,2.4844,9.7,4,6,0,178,225,194,12,12,4.59369,2.76299,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
Kr,Ru,37107.49474,13.56787441,83.798,101.07,119.78,4423,0,220,18,8,116,146,3.75,12370,0,1.83,3,2.2,13.99961,7.3605,7.535,0,0.08753524,-9.19463357,4.162477568,3.000740558,5.244393107,3.780696194,0,0,36.06,13.51,0,3200,0,8000,0.248,0.238,20.786,24.06,1.164,38.59,44.81,14.03,0,0,0,1,0,0,0,1,0,0,1,0,115.79,2607,101,56,0,134,0,4,18,8,0,3,10,7,0,0,0,0,0,0,6,0,0,1,2,1,36,44,2.4844,9.6,4,5,0,173,225,194,12,12,4.59369,2.66567,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
Kr,Sn,37107.49474,26.96678526,83.798,118.71,119.78,2875,0,58,18,14,116,139,3.75,7310,0,1.24,3,1.96,13.99961,7.34392,7.535,0,0.08753524,-3.96104709,4.162477568,4.052840562,5.244393107,5.106259136,0,0,36.06,33.285,0,2600,0,1600,0.248,0.227,20.786,26.99,1.164,7.15,44.81,27.05,0,0,0,0,0,0,0,1,0,0,1,0,115.79,505.08,101,80,0,155,0,4,18,14,0,0,10,10,0,0,0,0,0,4,6,2,0,0,2,2,36,50,2.4844,7.06,4,5,0,18,225,141,12,4,4.59369,2.87792,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
Kr,Sr,37107.49474,55.32313078,83.798,87.62,119.78,1655,0,0,18,2,116,195,3.75,2630,0,0.84,3,0.95,13.99961,5.69485,7.535,0,0.08753524,-1.6828136,4.162477568,4.768954732,5.244393107,6.008506453,0,0,36.06,54.23,0,4200,0,3000,0.248,0.306,20.786,26.79,1.164,7.43,44.81,56.08,0,1,0,0,0,0,0,1,0,0,1,0,115.79,1050,101,8,0,212,0,0,18,2,0,0,10,0,0,0,0,0,0,0,6,0,0,0,2,2,36,38,2.4844,25.55,4,5,0,6.1,225,225,12,12,4.59369,4.26546,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
Kr,Ta,37107.49474,18.04672956,83.798,180.94788,119.78,5731,0,200,18,5,116,170,3.75,16650,0,1.63,3,1.5,13.99961,7.54957,7.535,0,0.08753524,-11.85139954,4.162477568,3.309248619,5.244393107,4.169391995,0,0,36.06,18.12,0,2300,0,4800,0.248,0.14,20.786,25.36,1.164,36.57,44.81,17.65,0,0,0,1,0,0,0,1,0,0,1,0,115.79,3290,101,48,0,145,0,7,18,19,0,7,10,3,0,0,0,14,0,0,6,0,0,0,2,2,36,73,2.4844,13.1,4,6,0,69,225,229,12,8,4.59369,2.8727,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
Kr,Tb,37107.49474,32.10949276,83.798,158.92535,119.78,3503,0,38.7,18,3,116,194,3.75,8219,0,1.22,3,1.21,13.99961,5.8638,7.535,0,0.08753524,-4.629217697,4.162477568,3.988997542,5.244393107,5.025821971,0,0,36.06,31.73666667,0,9500,0,3100,0.248,0.182,20.786,28.91,1.164,10.15,44.81,31.95,0,0,0,0,0,1,0,1,0,0,1,0,115.79,1629,101,29,0,176,0,5,18,11,0,0,10,0,0,5,0,9,0,0,6,0,0,0,2,2,36,65,2.4844,25.5,4,6,0,22,225,194,12,12,4.59369,3.54101,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
Kr,Th,37107.49474,32.86568321,83.798,232.03806,119.78,5093,0,54,18,3,116,206,3.75,11724,0,1.28,3,1.3,13.99961,6.3067,7.535,0,0.08753524,-7.41254306,4.162477568,4.015357627,5.244393107,5.059033597,0,0,36.06,32.37,0,0,0,0,0.248,0.118,20.786,27.32,1.164,13.81,44.81,32.86,0,0,0,0,0,1,0,1,0,0,1,0,115.79,2023,101,16,0,178,0,8,18,4,0,8,10,2,0,0,0,0,0,0,6,0,0,0,2,2,36,90,2.4844,32.1,4,7,0,31,225,225,12,12,4.59369,3.56059,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
Kr,U,37107.49474,20.7488474,83.798,238.02891,119.78,4200,0,100,18,3,116,196,3.75,19050,0,1.51,3,1.38,13.99961,6.1941,7.535,0,0.08753524,-11.29233996,4.162477568,3.42137628,5.244393107,4.310663995,0,0,36.06,20.025,0,0,0,0,0.248,0.116,20.786,27.665,1.164,9.14,44.81,21.18,0,0,0,0,0,1,0,1,0,0,1,0,115.79,1408,101,20,0,158,0,20,18,6,0,9,10,1,0,11,0,3,0,0,6,0,0,0,2,2,36,92,2.4844,24.9,4,7,0,111,225,63,12,4,4.59369,2.70235,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
Kr,Xe,37107.49474,36952.92402,83.798,131.293,119.78,165,0,0,18,18,116,140,3.75,5.9,0,0,3,2.6,13.99961,12.12984,7.535,6.456,0.08753524,0.04873128,4.162477568,4.751892136,5.244393107,5.987008929,0,0,36.06,53.65,0,0,0,0,0.248,0.158,20.786,20.786,1.164,2.27,44.81,57.83,0,0,0,0,0,0,0,0,0,0,1,1,115.79,161.3,101,102,0,0,0,0,18,18,0,0,10,10,0,0,0,0,0,0,6,6,0,0,2,2,36,54,2.4844,4.044,4,5,0,0,225,225,12,12,4.59369,4.85032,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
Kr,Zr,37107.49474,23.26594327,83.798,91.224,119.78,4682,0,0,18,4,116,175,3.75,6511,0,1.41,3,1.33,13.99961,6.6339,7.535,0,0.08753524,-8.545958555,4.162477568,3.593145393,5.244393107,4.527079516,0,0,36.06,23.195,0,3400,0,2600,0.248,0.278,20.786,25.36,1.164,21,44.81,23.29,0,0,0,1,0,0,0,1,0,0,1,0,115.79,2128,101,44,0,158,0,8,18,4,0,8,10,2,0,0,0,0,0,0,6,0,0,0,2,2,36,40,2.4844,17.9,4,5,0,33,225,194,12,12,4.59369,3.19147,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
La,Ag,37.53064612,17.07564795,138.90547,107.8682,3737,2435,28,100,3,11,207,145,6146,10490,1.18,1.36,1.1,1.93,5.5769,7.57623,0,0,-4.927546185,-2.76539356,4.194456026,3.196480506,5.28468344,4.027313074,0,0,36.8975,16.33,9500,1200,3100,1400,0.195,0.235,27.11,25.35,6.2,11.3,37.42,17.05,0,0,0,1,1,0,1,1,0,0,0,0,1193,1234.93,13,65,187,144,9,1,3,11,9,0,1,10,0,0,0,0,0,0,0,0,0,1,2,1,57,47,31.1,6.99,6,5,14,30,194,225,12,12,3.71998,2.94195,"[1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0]"
La,Al,37.53064612,16.59442452,138.90547,26.9815386,3737,2792,28,76,3,13,207,121,6146,2700,1.18,1.39,1.1,1.61,5.5769,5.985768,0,0,-4.927546185,-3.74542312,4.194456026,3.206237833,5.28468344,4.039606536,0,0,36.8975,16.48,9500,1600,3100,1000,0.195,0.897,27.11,24.2,6.2,10.71,37.42,16.61,0,0,0,0,1,0,1,1,0,0,0,0,1193,933.47,13,73,187,141,9,5,3,3,9,0,1,0,0,0,0,0,0,5,0,1,0,0,2,2,57,13,31.1,6.8,6,3,14,26,194,225,12,12,3.71998,2.85595,"[1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0]"
La,Ar,37.53064612,37184.28542,138.90547,39.948,3737,87.2,28,0,3,18,207,106,6146,1.784,1.18,0,1.1,0,5.5769,15.75961,0,9.26,-4.927546185,0.05854104,4.194456026,3.850300758,5.28468344,4.851074973,0,0,36.8975,28.54,9500,0,3100,0,0.195,0.52,27.11,20.786,6.2,1.18,37.42,36.3,0,0,0,0,1,0,1,0,0,0,0,1,1193,83.8,13,100,187,0,9,0,3,8,9,0,1,0,0,0,0,0,0,0,0,6,0,0,2,2,57,18,31.1,1.6411,6,3,14,0,194,225,12,12,3.71998,3.98863,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
La,As,37.53064612,21.72396574,138.90547,74.9216,3737,887,28,22,3,15,207,119,6146,5727,1.18,1.44,1.1,2.18,5.5769,9.7886,0,0,-4.927546185,-4.650889115,4.194456026,3.539684396,5.28468344,4.459722881,0,0,36.8975,22.175,9500,3300,3100,4000,0.195,0.329,27.11,24.64,6.2,24.44,37.42,21.52,0,0,0,0,1,0,1,1,0,1,0,0,1193,1090,13,84,187,115,9,3,3,15,9,0,1,10,0,0,0,0,0,3,0,3,0,0,2,2,57,33,31.1,4.31,6,4,14,0,194,166,12,3,3.71998,2.5579,"[1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0]"
